"Title"	"Artist"	"Time"	"Date"	"Album"	"Composers"	"url"	"spotify_id"	"spotify_uri"
"The Way You Look Tonight"	"Oscar Peterson"	"10:23pm"	2017-02-25	"Oscar Peterson: Plays The Jerome Kern Songbook"	" Jerome Kern, Dorothy Fields,Thalia"	"https://open.spotify.com/track/39Oz6jARmzqUerO0qdlfIm"	"39Oz6jARmzqUerO0qdlfIm"	"spotify:track:39Oz6jARmzqUerO0qdlfIm"
"Coffee In The Morning (And Kisses In The Night)"	"Terra Hazelton"	"10:27pm"	2017-02-25	"Terra Halezton: Gimme Whatcha Got"	" Harry Warren, Alexander Dubin"	NA	NA	NA
"The Best Is Yet To Come"	"Joshua Redman"	"10:31pm"	2017-02-25	"Space Cowboys   Film"	" Cy Coleman, Carolyn Leigh, Andres Castro, Edgar Barrera"	"https://open.spotify.com/track/4dfp1srya9KDyPEAA46TCM"	"4dfp1srya9KDyPEAA46TCM"	"spotify:track:4dfp1srya9KDyPEAA46TCM"
"What A Wonderful World"	"Louis Armstrong"	"10:36pm"	2017-02-25	"Louis Armstrong And His Friends"	" George David Weiss, Bob Thiele"	"https://open.spotify.com/track/29U7stRjqHU6rMiS8BfaI9"	"29U7stRjqHU6rMiS8BfaI9"	"spotify:track:29U7stRjqHU6rMiS8BfaI9"
"One For Daddy-O"	"Cannonball Adderley"	"10:40pm"	2017-02-25	"Julian Cannonball Adderley: Some"	"Sam Jones"	"https://open.spotify.com/track/4f0D7T8yswXUJ62AKLoMtS"	"4f0D7T8yswXUJ62AKLoMtS"	"spotify:track:4f0D7T8yswXUJ62AKLoMtS"
"Vie En Rose"	"Amy Mcconnell"	"10:48pm"	2017-02-25	"Stealing Genius"	" Edith Piaf, Mack David, R. S Louiguy"	"https://open.spotify.com/track/30WS1WsrVNAEKmSMca1Z6E"	"30WS1WsrVNAEKmSMca1Z6E"	"spotify:track:30WS1WsrVNAEKmSMca1Z6E"
"Bewitched, Bothered And Bewildered"	"Mike Murley, Ed Bickert, Steve Wallace"	"10:53pm"	2017-02-25	"Test Of Time"	" John O'hara, Lorenz Hart, Richard Rodgers"	NA	NA	NA
"Swim Against The Tide"	"The Japanese House"	"11:04pm"	2017-02-25	"Swim Against The Tide"	" Amber Bain"	"https://open.spotify.com/track/3qZXvV6x5wb21HLpUbyTxG"	"3qZXvV6x5wb21HLpUbyTxG"	"spotify:track:3qZXvV6x5wb21HLpUbyTxG"
"Migrations"	"Tend&See"	"11:07pm"	2017-02-25	"Migrations"	" Faye Mallett, Melissa Bandura"	NA	NA	NA
"The Sea"	"Ary"	"11:11pm"	2017-02-25	"The Sea (Single)"	"Ary"	"https://open.spotify.com/track/369wyYLfvqZtUg37ZKhuUS"	"369wyYLfvqZtUg37ZKhuUS"	"spotify:track:369wyYLfvqZtUg37ZKhuUS"
"Signal"	"Sohn"	"11:14pm"	2017-02-25	"Rennen"	"Sohn"	"https://open.spotify.com/track/1MPqJ3CuVMbHOMcwZ3ORDV"	"1MPqJ3CuVMbHOMcwZ3ORDV"	"spotify:track:1MPqJ3CuVMbHOMcwZ3ORDV"
"Chasing Shadows"	"Santigold"	"11:19pm"	2017-02-25	"99 Cents"	"Santigold, Rostam Batmanglij"	"https://open.spotify.com/track/1wXWuZgVO52kWbiQNTaBb1"	"1wXWuZgVO52kWbiQNTaBb1"	"spotify:track:1wXWuZgVO52kWbiQNTaBb1"
"Once Around The Town Square"	"Photo Ops"	"11:22pm"	2017-02-25	"Once Around The Town Square (Single)"	" Terry Price"	"https://open.spotify.com/track/4CQhZVIWWmRp1fiP6iIFnG"	"4CQhZVIWWmRp1fiP6iIFnG"	"spotify:track:4CQhZVIWWmRp1fiP6iIFnG"
"Island"	"Etiquette"	"11:31pm"	2017-02-25	"Reminisce"	" Julie Fader, Graham Walsh"	"https://open.spotify.com/track/425b5YdhKt1M1s4LLiJnRx"	"425b5YdhKt1M1s4LLiJnRx"	"spotify:track:425b5YdhKt1M1s4LLiJnRx"
"Up In Hudson"	"Dirty Projectors"	"11:37pm"	2017-02-25	"Up In Hudson (Single)"	"Mccoll Ewan, David Ginyard, Tyondai Braxton, David Longstreth"	"https://open.spotify.com/track/0A4yKvRLnSxGcEFhAHjdwW"	"0A4yKvRLnSxGcEFhAHjdwW"	"spotify:track:0A4yKvRLnSxGcEFhAHjdwW"
"Keystone Dealers"	"Brendan Canning"	"11:45pm"	2017-02-25	"Home Wrecking Years"	" Brendan Canning"	"https://open.spotify.com/track/5ITnnZlzCI8XZAFv5SQhb9"	"5ITnnZlzCI8XZAFv5SQhb9"	"spotify:track:5ITnnZlzCI8XZAFv5SQhb9"
"Better Off Alone"	"Senior Citizen"	"11:50pm"	2017-02-25	"The Hawk"	"Senior Citizen"	"https://open.spotify.com/track/2Y2rwnNXz6uvNCabcLqY2S"	"2Y2rwnNXz6uvNCabcLqY2S"	"spotify:track:2Y2rwnNXz6uvNCabcLqY2S"
"Forgetery"	"Dan Mangan + Blacksmith"	"11:53pm"	2017-02-25	"Club Meds"	" Dan Mangan"	NA	NA	NA
"Turn Up The Volumes"	"Thus Owls"	"11:57pm"	2017-02-25	"Black Matter"	" Erika Angell, Simon Angell"	"https://open.spotify.com/track/2A4SEYZZaMpSeEF4cogGXy"	"2A4SEYZZaMpSeEF4cogGXy"	"spotify:track:2A4SEYZZaMpSeEF4cogGXy"
"Damages"	"Common Deer"	"12:02am"	2017-02-25	"Common Deer I"	" Liam Farrell, Sheila Hart, Connor Farrell, Graham Mclaughlin, Adam Hart"	"https://open.spotify.com/track/7Ba02izPKwDXCazMiz8DpJ"	"7Ba02izPKwDXCazMiz8DpJ"	"spotify:track:7Ba02izPKwDXCazMiz8DpJ"
"Garden"	"Wilsen"	"10:03pm"	2017-02-27	"I Go Missing In My Sleep"	"Wilsen"	"https://open.spotify.com/track/0Fhm1Jjz3h7bNOeNWr7NzE"	"0Fhm1Jjz3h7bNOeNWr7NzE"	"spotify:track:0Fhm1Jjz3h7bNOeNWr7NzE"
"Fortress"	"Mune"	"10:07pm"	2017-02-27	"Falling Through"	" Eytan Tobin, Stephen Cooper, Brandon Johns, Greg O'toole, Felix Mills, Amanda Barroso"	"https://open.spotify.com/track/3zrVY73ydQ9tDmP8A5zpnU"	"3zrVY73ydQ9tDmP8A5zpnU"	"spotify:track:3zrVY73ydQ9tDmP8A5zpnU"
"Sleeping On My Own"	"Geoffroy "	"10:12pm"	2017-02-27	"Geoffroy: Sleeping On My Own"	" Geoffroy Sauve,Antoine  Max Gendron"	NA	NA	NA
"Baby Moses"	"Jordan Klassen"	"10:15pm"	2017-02-27	"Javelin"	" Jordan Klassen"	"https://open.spotify.com/track/1zdf0UoMJ7xBWVRxyFNEdv"	"1zdf0UoMJ7xBWVRxyFNEdv"	"spotify:track:1zdf0UoMJ7xBWVRxyFNEdv"
"On + Off"	"Maggie Rogers"	"10:19pm"	2017-02-27	"Now That The Light Is Fading"	" Nicholas Das, Maggie Rogers"	NA	NA	NA
"Flotus"	"Lambchop"	"10:23pm"	2017-02-27	"Flotus"	" Kurt Wagner"	"https://open.spotify.com/track/5bJEBr4sKZGXz12a845H99"	"5bJEBr4sKZGXz12a845H99"	"spotify:track:5bJEBr4sKZGXz12a845H99"
"8(Circle)"	"Bon Iver"	"10:27pm"	2017-02-27	"22, A Million"	" Michael Lewis, Ryan Olson, Bj Burton, Justin Vernon"	"https://open.spotify.com/track/47IklCMgkgWvI4jpkdrop0"	"47IklCMgkgWvI4jpkdrop0"	"spotify:track:47IklCMgkgWvI4jpkdrop0"
"The Wolf"	"Chersea"	"10:32pm"	2017-02-27	"The Wolf (Single)"	"Chersea"	NA	NA	NA
"Underwaterfall"	"Bearcubs"	"10:37pm"	2017-02-27	"Underwaterfall (Single)"	"Bearcubs"	"https://open.spotify.com/track/4X9JAGRyJnnHN3KUjq1r9C"	"4X9JAGRyJnnHN3KUjq1r9C"	"spotify:track:4X9JAGRyJnnHN3KUjq1r9C"
"Take Your Picture With Me While You Still Can"	"We Are The City"	"10:41pm"	2017-02-27	"Above Club"	" Andrew Huculiak, Cayne Mckenzie, David Menzel"	"https://open.spotify.com/track/0VAgciJAzKQGvmZuVy8a5Z"	"0VAgciJAzKQGvmZuVy8a5Z"	"spotify:track:0VAgciJAzKQGvmZuVy8a5Z"
"Dial D For Denial"	"Fiona Bevan"	"10:46pm"	2017-02-27	"Talk To Strangers"	" Fiona Bevan"	"https://open.spotify.com/track/2evD9VBaaSnwjTJy4AzN7M"	"2evD9VBaaSnwjTJy4AzN7M"	"spotify:track:2evD9VBaaSnwjTJy4AzN7M"
"If You're Lonely"	"Majical Cloudz"	"10:49pm"	2017-02-27	"Are You Alone?"	" Devon Welsh, Matthew Otto"	"https://open.spotify.com/track/1yteKeTEOgDrjs114ZXWpT"	"1yteKeTEOgDrjs114ZXWpT"	"spotify:track:1yteKeTEOgDrjs114ZXWpT"
"Sooner Or Later"	"Brasstronaut"	"10:54pm"	2017-02-27	"Brasstronaut"	" John Walsh, Brennan Saul, Edo Van Breemen, Bryan Davies, Sam Davidson, Tariq Hussain"	"https://open.spotify.com/track/0RyF9SLy6ot0RfnXruFEs5"	"0RyF9SLy6ot0RfnXruFEs5"	"spotify:track:0RyF9SLy6ot0RfnXruFEs5"
"Why Is It"	"Mome, Merryn Jeann"	"10:58pm"	2017-02-27	"Why Is It (Single)"	"Merryn Jeann,Mome"	"https://open.spotify.com/track/0QBhJrwIhU8lJJsuxCUBd1"	"0QBhJrwIhU8lJJsuxCUBd1"	"spotify:track:0QBhJrwIhU8lJJsuxCUBd1"
"The Colour Not Of Love"	"Efterklang"	"11:01pm"	2017-02-27	"Leaves: The Colour Of Falling"	" Casper Clausen, Mads Christian Brauer, Karsten Fundal, Rasmus Stolberg"	"https://open.spotify.com/track/2bvhcqBkNDwOdzbcHOcvL5"	"2bvhcqBkNDwOdzbcHOcvL5"	"spotify:track:2bvhcqBkNDwOdzbcHOcvL5"
"Comme La Mer"	"Bronswick"	"11:05pm"	2017-02-27	"Chasses-Croises Ep"	" Bertrand Pouyet, Catherine Coutu"	"https://open.spotify.com/track/4vSHFEtJCexzDgIt99qVrm"	"4vSHFEtJCexzDgIt99qVrm"	"spotify:track:4vSHFEtJCexzDgIt99qVrm"
"No Heavy Loads"	"Cast"	"11:08pm"	2017-02-27	"No Heavy Loads (Single)"	" Jessica Leger, Ben Brown"	NA	NA	NA
"Plan The Escape"	"Son Lux"	"11:14pm"	2017-02-27	"Lanterns"	"Son Lux"	"https://open.spotify.com/track/2ex1cHkQ8wwk0nrkkhOH9K"	"2ex1cHkQ8wwk0nrkkhOH9K"	"spotify:track:2ex1cHkQ8wwk0nrkkhOH9K"
"Holy"	"Ryan Hemsworth, Ryan Playground, Swim Good Now"	"11:20pm"	2017-02-27	"Holy (Single)"	" Ryan Hemsworth,Swim Good Now,Ryan Playground"	"https://open.spotify.com/track/6gNYWPkvac43vBbxIHHTPZ"	"6gNYWPkvac43vBbxIHHTPZ"	"spotify:track:6gNYWPkvac43vBbxIHHTPZ"
"Strange Emotion"	"Jessy Lanza"	"11:24pm"	2017-02-27	"Pull My Hair Back"	" Jessy Lanza, Jeremy Greenspan"	"https://open.spotify.com/track/2zDfnGE4rOMpULUDEuqqNi"	"2zDfnGE4rOMpULUDEuqqNi"	"spotify:track:2zDfnGE4rOMpULUDEuqqNi"
"Levitation"	"Beach House"	"11:29pm"	2017-02-27	"Depression Cherry"	" Victoria Legrand, Alex Scally"	"https://open.spotify.com/track/1oCUj7YvKxxSKRDAU3pePN"	"1oCUj7YvKxxSKRDAU3pePN"	"spotify:track:1oCUj7YvKxxSKRDAU3pePN"
"The Leftovers"	"Johan Agebjorn"	"11:35pm"	2017-02-27	"Notes"	" Johan Agebjorn"	"https://open.spotify.com/track/1elZGr9SaK4NWUVTdfKggQ"	"1elZGr9SaK4NWUVTdfKggQ"	"spotify:track:1elZGr9SaK4NWUVTdfKggQ"
"Moon Song"	"Gungor"	"11:40pm"	2017-02-27	"One Wild Life: Soul"	" Lisa Gungor, Michael Gungor"	"https://open.spotify.com/track/0TB7tZmQXccTTpsHsfNLZk"	"0TB7tZmQXccTTpsHsfNLZk"	"spotify:track:0TB7tZmQXccTTpsHsfNLZk"
"The Birds Of Lanark County"	"Nick Buzz"	"11:52pm"	2017-02-27	"A Quiet Evening At Home"	" Jonathan Goldsmith, Martin Tielli, Hugh Marsh, Rob Piltch"	"https://open.spotify.com/track/7mt1hx2qdrUNJqLwSAKhFW"	"7mt1hx2qdrUNJqLwSAKhFW"	"spotify:track:7mt1hx2qdrUNJqLwSAKhFW"
"Tamboura Jah"	"Daniel Lanois"	"11:56pm"	2017-02-27	"Flesh And Machine"	" Daniel Lanois"	"https://open.spotify.com/track/6az5XxVy8hQOqzPeLMXBHk"	"6az5XxVy8hQOqzPeLMXBHk"	"spotify:track:6az5XxVy8hQOqzPeLMXBHk"
"Love Is Blind"	"Lapsley"	"10pm"	2017-02-28	"Love Is Blind (Single)"	"Lapsley"	"https://open.spotify.com/track/3Q8CKUm69MxszItlinRoti"	"3Q8CKUm69MxszItlinRoti"	"spotify:track:3Q8CKUm69MxszItlinRoti"
"Places You Will Go"	"Patrick Watson"	"10:04pm"	2017-02-28	"Love Songs For Robots"	" Patrick Watson"	"https://open.spotify.com/track/36RioXoESDmMsM2Bwn0NMR"	"36RioXoESDmMsM2Bwn0NMR"	"spotify:track:36RioXoESDmMsM2Bwn0NMR"
"Slowdisco"	"Dear Criminals"	"10:09pm"	2017-02-28	"Strip"	" Frannie Holder, Charles Lavoie, Vincent Legault"	"https://open.spotify.com/track/6VSRsXOSlhXZ9HOr2tIECP"	"6VSRsXOSlhXZ9HOr2tIECP"	"spotify:track:6VSRsXOSlhXZ9HOr2tIECP"
"#88"	"Fang Lo"	"10:15pm"	2017-02-28	"#88 (Single)"	"Fang Lo"	"https://open.spotify.com/track/1jjwFHRnfgBTJ049RJz8CQ"	"1jjwFHRnfgBTJ049RJz8CQ"	"spotify:track:1jjwFHRnfgBTJ049RJz8CQ"
"Little Life"	"Pony Girl"	"10:21pm"	2017-02-28	"Foreign Life"	" Pascal Huot, Julien Dussault, Michel Cousineau, Jeff Kingsbury, Greggory Clark, Yolande Laroche"	"https://open.spotify.com/track/53jfbHewLZdYdwO5jf3BCa"	"53jfbHewLZdYdwO5jf3BCa"	"spotify:track:53jfbHewLZdYdwO5jf3BCa"
"Small & Perfect"	"Isis Giraldo"	"10:26pm"	2017-02-28	"Small & Perfect (Single)"	" Isis Giraldo"	NA	NA	NA
"Amsterdam"	"Valery Gore"	"10:28pm"	2017-02-28	"Idols In The Dark Heart"	" Valery Gore"	"https://open.spotify.com/track/1T3qjt4aMI1xkp8InGuL7T"	"1T3qjt4aMI1xkp8InGuL7T"	"spotify:track:1T3qjt4aMI1xkp8InGuL7T"
"Into Pieces"	"Alcoholic Faith Mission"	"10:33pm"	2017-02-28	"Ask Me This"	" Thorben Jensen, Sune Solund, Morten Hyldahl, Anders Hjort, Gustav Rasmussen, Kristine Permild"	"https://open.spotify.com/track/3t1VRiJQcijdAat1NQo6fX"	"3t1VRiJQcijdAat1NQo6fX"	"spotify:track:3t1VRiJQcijdAat1NQo6fX"
"Sanctus"	"Halls"	"10:38pm"	2017-02-28	"Love To Give"	"Halls"	"https://open.spotify.com/track/0HPYrlf75EmO2Qsr8EwQXs"	"0HPYrlf75EmO2Qsr8EwQXs"	"spotify:track:0HPYrlf75EmO2Qsr8EwQXs"
"Waves"	"River Tiber"	"10:43pm"	2017-02-28	"When The Time Is Right"	"Kwikfiks,River Tiber"	"https://open.spotify.com/track/5tQJ9KoW5DM0DbvRy28hcw"	"5tQJ9KoW5DM0DbvRy28hcw"	"spotify:track:5tQJ9KoW5DM0DbvRy28hcw"
"Cascades"	"Metric"	"10:48pm"	2017-02-28	"Cascades (Single)"	" Jimmy Shaw, Emily Haines"	"https://open.spotify.com/track/1pBg92BG0627JeeVY6eGym"	"1pBg92BG0627JeeVY6eGym"	"spotify:track:1pBg92BG0627JeeVY6eGym"
"Fade White"	"Baths"	"10:53pm"	2017-02-28	"Ocean Death"	"Baths"	"https://open.spotify.com/track/1wkdglMKN9brzYo0I03OYM"	"1wkdglMKN9brzYo0I03OYM"	"spotify:track:1wkdglMKN9brzYo0I03OYM"
"Silica"	"Artisan Loyalist"	"10:58pm"	2017-02-28	"Lonely Ghost"	"Artisan Loyalist"	"https://open.spotify.com/track/2alox8Op1LOjkQ8nqMHy5Z"	"2alox8Op1LOjkQ8nqMHy5Z"	"spotify:track:2alox8Op1LOjkQ8nqMHy5Z"
"Intro (Sorry)"	"Saint Saviour"	"11:03pm"	2017-02-28	"Intro (Sorry) (Single)"	"Saint Saviour"	"https://open.spotify.com/track/0JRC90seESLxcHaCKNMt4E"	"0JRC90seESLxcHaCKNMt4E"	"spotify:track:0JRC90seESLxcHaCKNMt4E"
"Joy"	"Gemma Hayes"	"11:09pm"	2017-02-28	"Bones + Longing"	" Gemma Hayes"	"https://open.spotify.com/track/0C7QtXUCnA6Ube7tEjNsSj"	"0C7QtXUCnA6Ube7tEjNsSj"	"spotify:track:0C7QtXUCnA6Ube7tEjNsSj"
"In The City"	"Caveman"	"11:13pm"	2017-02-28	"Caveman"	" Sam Hopkins, Matthew Iwanusa, Stefan Marolachakis, James Carbonetti, Jeff Berrall"	"https://open.spotify.com/track/4epE8Ovs3EyEqlnny2WzOn"	"4epE8Ovs3EyEqlnny2WzOn"	"spotify:track:4epE8Ovs3EyEqlnny2WzOn"
"We Fell"	"S. Carey"	"11:17pm"	2017-02-28	"Supermoon - Ep"	"S. Carey"	"https://open.spotify.com/track/59ctK71hBhIApfsINuy0WB"	"59ctK71hBhIApfsINuy0WB"	"spotify:track:59ctK71hBhIApfsINuy0WB"
"White Morning"	"Seoul"	"11:21pm"	2017-02-28	"White Morning (Single)"	" Julian Flavin, Nigel Ward, Dexter Garcia, Blouin Artifino, Ryan White"	"https://open.spotify.com/track/7BN5NnGeyck6WHS4KiaKxq"	"7BN5NnGeyck6WHS4KiaKxq"	"spotify:track:7BN5NnGeyck6WHS4KiaKxq"
"Deep Running"	"Braids"	"11:25pm"	2017-02-28	"Deep Running (Single)"	" Raphaelle Preston Standell, Taylor Smith, Austin Tufts"	NA	NA	NA
"Video Hostage"	"Doldrums"	"11:31pm"	2017-02-28	"The Air Conditioned Nightmare"	" Airick Woodhead"	"https://open.spotify.com/track/2SJp9FV51NSj4jHBprLPjN"	"2SJp9FV51NSj4jHBprLPjN"	"spotify:track:2SJp9FV51NSj4jHBprLPjN"
"Believe With Your Eyes"	"Skim Milk"	"11:37pm"	2017-02-28	"Ghosts Of Jazz"	"Skim Milk"	NA	NA	NA
"Rest"	"Leif Vollebekk"	"11:41pm"	2017-02-28	"Twin Solitude"	" Leif Vollebekk"	"https://open.spotify.com/track/6PDASmIEPBkxFSj99NtaEh"	"6PDASmIEPBkxFSj99NtaEh"	"spotify:track:6PDASmIEPBkxFSj99NtaEh"
"Bruises To Ash"	"The Belle Game"	"11:49pm"	2017-02-28	"Ritual Tradition Habit"	" Rob Chursinoff, Andrea Lo, Katrina Jones, Alex Andrew, Adam Nanji"	"https://open.spotify.com/track/2ML7JnvCERO5howp4TfPe9"	"2ML7JnvCERO5howp4TfPe9"	"spotify:track:2ML7JnvCERO5howp4TfPe9"
"Out The Window"	"Amos The Transparent"	"11:54pm"	2017-02-28	"This Cold Escape"	" Chris Wilson, James Nicol, Mike Yates, Dan Hay, Olenka Reshitnyk, Jonathan Chandler"	"https://open.spotify.com/track/1xbzon1LIZwVbnjBIjDPZ5"	"1xbzon1LIZwVbnjBIjDPZ5"	"spotify:track:1xbzon1LIZwVbnjBIjDPZ5"
"Serpentine"	"Fontarabie"	"11:57pm"	2017-02-28	"Fontarabie"	" Julien Mineau"	"https://open.spotify.com/track/6yZNtLIIJ1HwOBSqYmlKPc"	"6yZNtLIIJ1HwOBSqYmlKPc"	"spotify:track:6yZNtLIIJ1HwOBSqYmlKPc"
"33 \"God\""	"Bon Iver"	"10:04pm"	2017-03-01	"22, A Million"	" Justin Vernon"	"https://open.spotify.com/track/1LfWibYjk0TD8YNPtzym9A"	"1LfWibYjk0TD8YNPtzym9A"	"spotify:track:1LfWibYjk0TD8YNPtzym9A"
"Can't Let Go, Juno"	"Kishi Bashi"	"10:07pm"	2017-03-01	"Sonderlust"	" Kishi Bashi"	"https://open.spotify.com/track/21BWdXsBx3CfHuuj36RWS5"	"21BWdXsBx3CfHuuj36RWS5"	"spotify:track:21BWdXsBx3CfHuuj36RWS5"
"The Castle"	"The Flaming Lips"	"10:12pm"	2017-03-01	"Oczy Mlody"	" Michael Ivins, Wayne Coyne, Jake Ingalls, Derek Brown, Steven Drozd"	"https://open.spotify.com/track/5pg8E1J3N5yZw2h6cYl9l7"	"5pg8E1J3N5yZw2h6cYl9l7"	"spotify:track:5pg8E1J3N5yZw2h6cYl9l7"
"The Spoils"	"Massive Attack, Hope Sandoval"	"10:17pm"	2017-03-01	"The Spoils (Single)"	" Robert Del Naja"	"https://open.spotify.com/track/1l0Wqi6wcuo75Dc0Vi1EQn"	"1l0Wqi6wcuo75Dc0Vi1EQn"	"spotify:track:1l0Wqi6wcuo75Dc0Vi1EQn"
"No Plan"	"David Bowie"	"10:24pm"	2017-03-01	"No Plan"	" David Bowie"	"https://open.spotify.com/track/7zthczBbgCsnumcXWfNtXq"	"7zthczBbgCsnumcXWfNtXq"	"spotify:track:7zthczBbgCsnumcXWfNtXq"
"Fill Your Brains"	"Harrison Brome"	"10:27pm"	2017-03-01	"Fill Your Brains"	" Harrison Brome"	"https://open.spotify.com/track/2nH7DxQqCYHRo4uYozjmKq"	"2nH7DxQqCYHRo4uYozjmKq"	"spotify:track:2nH7DxQqCYHRo4uYozjmKq"
"Higher"	"Alejandra Ribera"	"10:31pm"	2017-03-01	"Higher (Single)"	" Alejandra Ribera"	"https://open.spotify.com/track/5qD6wwlJkhE9wgYIoWWBZ2"	"5qD6wwlJkhE9wgYIoWWBZ2"	"spotify:track:5qD6wwlJkhE9wgYIoWWBZ2"
"Iodine (Amelia)"	"Hannah Epperson"	"10:34pm"	2017-03-01	"Upsweep"	" Ajay Bhattacharyya, Hannah Epperson"	"https://open.spotify.com/track/5aX6vKL8v67pNyXFZK6LQx"	"5aX6vKL8v67pNyXFZK6LQx"	"spotify:track:5aX6vKL8v67pNyXFZK6LQx"
"To Li"	"Jojo Abot"	"10:40pm"	2017-03-01	"Fyfya Woto"	" Jojo Abot"	"https://open.spotify.com/track/1LbO2leKvoPmWUSNlWJV72"	"1LbO2leKvoPmWUSNlWJV72"	"spotify:track:1LbO2leKvoPmWUSNlWJV72"
"Keystone Dealers"	"Brendan Canning"	"10:43pm"	2017-03-01	"Home Wrecking Years"	" Brendan Canning"	"https://open.spotify.com/track/5ITnnZlzCI8XZAFv5SQhb9"	"5ITnnZlzCI8XZAFv5SQhb9"	"spotify:track:5ITnnZlzCI8XZAFv5SQhb9"
"Desert Island Disk"	"Radiohead"	"10:49pm"	2017-03-01	"A Moon Shaped Pool"	" Jonny Greenwood, Colin Greenwood, Ed O'brien, Phil Selway, Thom Yorke"	"https://open.spotify.com/track/1kBGeOp1CDUHVdbK4ergqo"	"1kBGeOp1CDUHVdbK4ergqo"	"spotify:track:1kBGeOp1CDUHVdbK4ergqo"
"A Way"	"Best Fern"	"10:53pm"	2017-03-01	"A Way (Single)"	" Alexia Avina, Nick Schofield"	"https://open.spotify.com/track/6JW62OZfXSZtCEMfiza0Dg"	"6JW62OZfXSZtCEMfiza0Dg"	"spotify:track:6JW62OZfXSZtCEMfiza0Dg"
"We Will Become Silhouettes"	"The Postal Service"	"10:55pm"	2017-03-01	"Give Up"	" Benjamin Gibbard, Jimmy Tamborello"	"https://open.spotify.com/track/53hXLQsByJC4B3UCNcmh0E"	"53hXLQsByJC4B3UCNcmh0E"	"spotify:track:53hXLQsByJC4B3UCNcmh0E"
"Must Be Love"	"Young Galaxy"	"11pm"	2017-03-01	"Falsework"	" Dan Lissvik, Stephen Ramsay, Catherine Mccandless"	"https://open.spotify.com/track/4fMQ5avGxZZ0UGG1wKK2yx"	"4fMQ5avGxZZ0UGG1wKK2yx"	"spotify:track:4fMQ5avGxZZ0UGG1wKK2yx"
"Ornament"	"Crystal Castles"	"11:06pm"	2017-03-01	"Amnesty"	" Ethan Kath"	"https://open.spotify.com/track/5HCYrgtuisgZvNvgTvuyBQ"	"5HCYrgtuisgZvNvgTvuyBQ"	"spotify:track:5HCYrgtuisgZvNvgTvuyBQ"
"Soaked In Gold"	"Geoffroy"	"11:10pm"	2017-03-01	"Soaked In Gold Ep"	"Geoffroy"	"https://open.spotify.com/track/5mbFoZUp6fbkxPZ8hNqJgO"	"5mbFoZUp6fbkxPZ8hNqJgO"	"spotify:track:5mbFoZUp6fbkxPZ8hNqJgO"
"Photograph"	"Blood And Glass"	"11:13pm"	2017-03-01	"Museum With No Walls"	" Lisa Moore Iwanycki"	"https://open.spotify.com/track/3aMUoFvMN1jFARfelhpIou"	"3aMUoFvMN1jFARfelhpIou"	"spotify:track:3aMUoFvMN1jFARfelhpIou"
"Polygyne"	"Efterklang, Danish National Chamber Orchestra"	"11:18pm"	2017-03-01	"Performing Parades, Live"	" Mads Brauer, Rasmus Stolberg, Rune Fonseca Molgaard, Casper Clausen, Thomas Kirirath Husmer"	"https://open.spotify.com/track/0jzSYygz7BZvkk1HjnUhsa"	"0jzSYygz7BZvkk1HjnUhsa"	"spotify:track:0jzSYygz7BZvkk1HjnUhsa"
"Paeans"	"Idyll"	"11:26pm"	2017-03-01	"Paeans (Single)"	" Benjamin Gustaffson, Joseph Vitterito"	"https://open.spotify.com/track/00Z2SvlSkC0OFrxsOfg40u"	"00Z2SvlSkC0OFrxsOfg40u"	"spotify:track:00Z2SvlSkC0OFrxsOfg40u"
"Sapphire"	"Bonobo"	"11:31pm"	2017-03-01	"The North Borders"	"Bonobo"	"https://open.spotify.com/track/1d5hX0RYHcDM4aHJHSm5cr"	"1d5hX0RYHcDM4aHJHSm5cr"	"spotify:track:1d5hX0RYHcDM4aHJHSm5cr"
"Courting The Squall"	"Guy Garvey"	"11:37pm"	2017-03-01	"Courting The Squall"	" Guy Garvey"	"https://open.spotify.com/track/7b8SLhgOjdPzK1Zq3QjFzh"	"7b8SLhgOjdPzK1Zq3QjFzh"	"spotify:track:7b8SLhgOjdPzK1Zq3QjFzh"
"Your Time"	"Zammuto"	"11:41pm"	2017-03-01	"Anchor"	" Nick Zammuto"	"https://open.spotify.com/track/7891Yb9oy59aT5yg7D6lfD"	"7891Yb9oy59aT5yg7D6lfD"	"spotify:track:7891Yb9oy59aT5yg7D6lfD"
"The Glow"	"Sarah Neufeld"	"11:45pm"	2017-03-01	"The Ridge"	" Sarah Neufeld"	"https://open.spotify.com/track/7a1ow5BLdDQfqUyseY26al"	"7a1ow5BLdDQfqUyseY26al"	"spotify:track:7a1ow5BLdDQfqUyseY26al"
"Albert Johnson"	"Paul Bergman"	"11:49pm"	2017-03-01	"Anthropology"	" Paul Bergman"	NA	NA	NA
"The Smallest Human"	"Joshua Van Tassel"	"11:56pm"	2017-03-01	"Dance Music: Songs For Slow Motion"	" Joshua Van Tassel"	"https://open.spotify.com/track/5eR11e4jx0RzjzBSW4r1sW"	"5eR11e4jx0RzjzBSW4r1sW"	"spotify:track:5eR11e4jx0RzjzBSW4r1sW"
"Knife In The Water"	"Memoryhouse"	"10:04pm"	2017-03-02	"Knife In The Water (Single)"	" Evan Abeele, Denise Nouvion"	"https://open.spotify.com/track/0Lb0FU4PK2ojVjkyVFcga3"	"0Lb0FU4PK2ojVjkyVFcga3"	"spotify:track:0Lb0FU4PK2ojVjkyVFcga3"
