"Title"	"Artist"	"Time"	"Date"	"Album"	"Composers"	"url"	"spotify_id"	"spotify_uri"
"Sleep"	"Tom The Lion"	"10:07pm"	2017-03-02	"Sleep (Single)"	"Tom The Lion"	"https://open.spotify.com/track/2J2KdNYagBVuvbF8GRNjC3"	"2J2KdNYagBVuvbF8GRNjC3"	"spotify:track:2J2KdNYagBVuvbF8GRNjC3"
"Play It On My Radio"	"Niki & The Dove"	"10:13pm"	2017-03-02	"Play It On My Radio (Single)"	" Malin Dahlstrom, Magnus Boqvist, Gustaf Karlof"	"https://open.spotify.com/track/68zrJREOR8gHEZFQF1bo62"	"68zrJREOR8gHEZFQF1bo62"	"spotify:track:68zrJREOR8gHEZFQF1bo62"
"The Love You're Given (Radio Edit)"	"Jack Garratt"	"10:17pm"	2017-03-02	"Phase"	" Lisa Fisher, Jack Garratt, Tom Hammer"	NA	NA	NA
"Better Than Me"	"Blood Orange"	"10:21pm"	2017-03-02	"Better Than Me (Single)"	"Blood Orange"	"https://open.spotify.com/track/0S001mAQoYNpTyVRu8BmMp"	"0S001mAQoYNpTyVRu8BmMp"	"spotify:track:0S001mAQoYNpTyVRu8BmMp"
"Musicbx"	"Moody Good"	"10:25pm"	2017-03-02	"Musicbx (Single)"	"Moody Good"	"https://open.spotify.com/track/6PVrVYLmwJC4i83hOodNAB"	"6PVrVYLmwJC4i83hOodNAB"	"spotify:track:6PVrVYLmwJC4i83hOodNAB"
"Suzanne"	"Flo Morrissey, Matthew E. White"	"10:28pm"	2017-03-02	"Gentlewoman, Ruby Man"	" Leonard Cohen, Gilbert Langevin"	"https://open.spotify.com/track/6JGQ1BmroqqBq4ETYW6LJt"	"6JGQ1BmroqqBq4ETYW6LJt"	"spotify:track:6JGQ1BmroqqBq4ETYW6LJt"
"Pumpkin"	"Islands"	"10:33pm"	2017-03-02	"Taste"	" Nick Thorburn"	"https://open.spotify.com/track/3Z2gFCgd5kozH76NecHocR"	"3Z2gFCgd5kozH76NecHocR"	"spotify:track:3Z2gFCgd5kozH76NecHocR"
"Follow Your Stupid Heart"	"Blocktreat"	"10:37pm"	2017-03-02	"Follow Your Stupid Heart (Single)"	"Blocktreat"	NA	NA	NA
"Don't Give Up"	"Feist, Timber Timbre"	"10:41pm"	2017-03-02	"And I'll Scratch Yours"	" Peter Gabriel"	NA	NA	NA
"This War Is More Than Us"	"Casey Mecija"	"10:48pm"	2017-03-02	"Psychic Materials"	" Casey Mecija"	"https://open.spotify.com/track/5R5nTcZVBhBkkM36L888Ro"	"5R5nTcZVBhBkkM36L888Ro"	"spotify:track:5R5nTcZVBhBkkM36L888Ro"
"Morning Light"	"Andrew Judah"	"10:52pm"	2017-03-02	"Monster"	" Andrew Judah"	"https://open.spotify.com/track/2osgaqa4bwKUqBu92O9FAL"	"2osgaqa4bwKUqBu92O9FAL"	"spotify:track:2osgaqa4bwKUqBu92O9FAL"
"Up In Hudson"	"Dirty Projectors"	"10:57pm"	2017-03-02	"Up In Hudson (Single)"	"Mccoll Ewan, David Ginyard, Tyondai Braxton, David Longstreth"	"https://open.spotify.com/track/0A4yKvRLnSxGcEFhAHjdwW"	"0A4yKvRLnSxGcEFhAHjdwW"	"spotify:track:0A4yKvRLnSxGcEFhAHjdwW"
"The Road To Nowhere"	"Radical Face"	"11:04pm"	2017-03-02	"The Road To Nowhere (Single)"	" Ben Cooper"	"https://open.spotify.com/track/1Mp5520Sw13k45on27nRnb"	"1Mp5520Sw13k45on27nRnb"	"spotify:track:1Mp5520Sw13k45on27nRnb"
"Lost"	"Liza Anne"	"11:09pm"	2017-03-02	"Lost (Single)"	"Liza Anne"	"https://open.spotify.com/track/078kLYfYCjjPMbABqriXT3"	"078kLYfYCjjPMbABqriXT3"	"spotify:track:078kLYfYCjjPMbABqriXT3"
"The Wheel"	"Sohn"	"11:13pm"	2017-03-02	"Tremors"	"Sohn"	"https://open.spotify.com/track/5dJCYzLWPrhlPLhcsrkaBi"	"5dJCYzLWPrhlPLhcsrkaBi"	"spotify:track:5dJCYzLWPrhlPLhcsrkaBi"
"Sunrise (Eyes Of The Young)"	"The Flaming Lips"	"11:18pm"	2017-03-02	"Oczy Mlody"	" Michael Ivins, Wayne Coyne, Jake Ingalls, Derek Brown, Steven Drozd"	"https://open.spotify.com/track/1MlNCq02or4cerHY9jjmHO"	"1MlNCq02or4cerHY9jjmHO"	"spotify:track:1MlNCq02or4cerHY9jjmHO"
"Calls"	"Robert Glasper Experiment, Jill Scott"	"11:22pm"	2017-03-02	"Calls (Single)"	" Robert Glasper"	"https://open.spotify.com/track/4a240k9KLePPa6QfGX6fXj"	"4a240k9KLePPa6QfGX6fXj"	"spotify:track:4a240k9KLePPa6QfGX6fXj"
"Blue Moon"	"Beck"	"11:28pm"	2017-03-02	"Morning Phase"	"Beck"	"https://open.spotify.com/track/4gNErDjikE9QUQvkkqoB1S"	"4gNErDjikE9QUQvkkqoB1S"	"spotify:track:4gNErDjikE9QUQvkkqoB1S"
"Mon Amour Est Un Loup"	"Yann Perreau"	"11:32pm"	2017-03-02	"Yann Perreau: Le Fantastique Des Astres"	"Tante Blanche, Yann Perreau"	"https://open.spotify.com/track/5p1Mwov606QNMMC965AlTr"	"5p1Mwov606QNMMC965AlTr"	"spotify:track:5p1Mwov606QNMMC965AlTr"
"Home Forever"	"Ajungi"	"11:36pm"	2017-03-02	"Home Forever"	"Thor"	NA	NA	NA
"The Night"	"Will Driving West"	"11:40pm"	2017-03-02	"The Night (Single)"	" Daniel Ratte"	"https://open.spotify.com/track/2eXJEQobdhpGqDOpTBSq1o"	"2eXJEQobdhpGqDOpTBSq1o"	"spotify:track:2eXJEQobdhpGqDOpTBSq1o"
"Russian Doll"	"Mark Berube"	"11:44pm"	2017-03-02	"Russian Dolls"	" Mark Berube"	"https://open.spotify.com/track/0MKFzrXQxQgs1LSmzOxlgu"	"0MKFzrXQxQgs1LSmzOxlgu"	"spotify:track:0MKFzrXQxQgs1LSmzOxlgu"
"Stillness In Woe"	"Purity Ring"	"11:47pm"	2017-03-02	"Another Eternity"	" Corin Roddick, Megan James"	"https://open.spotify.com/track/7rmciNHCuJ1eT2IzgPvYvv"	"7rmciNHCuJ1eT2IzgPvYvv"	"spotify:track:7rmciNHCuJ1eT2IzgPvYvv"
"Trying Again At Everything"	"Rae Spoon"	"11:51pm"	2017-03-02	"Armour"	" Rae Spoon"	NA	NA	NA
"Creep"	"Deadmau5"	"11:54pm"	2017-03-02	"Deadmau5: While(1<2)"	"Deadmau5"	"https://open.spotify.com/track/0hHnpTWYRB9AC7bxhPAIag"	"0hHnpTWYRB9AC7bxhPAIag"	"spotify:track:0hHnpTWYRB9AC7bxhPAIag"
"Garden"	"Wilsen"	"10pm"	2017-03-03	"I Go Missing In My Sleep"	"Wilsen"	"https://open.spotify.com/track/0Fhm1Jjz3h7bNOeNWr7NzE"	"0Fhm1Jjz3h7bNOeNWr7NzE"	"spotify:track:0Fhm1Jjz3h7bNOeNWr7NzE"
"The Castle"	"The Flaming Lips"	"10:03pm"	2017-03-03	"Oczy Mlody"	" Michael Ivins, Wayne Coyne, Jake Ingalls, Derek Brown, Steven Drozd"	"https://open.spotify.com/track/5pg8E1J3N5yZw2h6cYl9l7"	"5pg8E1J3N5yZw2h6cYl9l7"	"spotify:track:5pg8E1J3N5yZw2h6cYl9l7"
"The Peaks"	"Everything Everything"	"10:08pm"	2017-03-03	"Arc"	" Jonathan Higgs, Alex Robertshaw, Michael Spearman, Jeremy Pritchard"	"https://open.spotify.com/track/5EMH0nYuGl4tOoYlVBxsOA"	"5EMH0nYuGl4tOoYlVBxsOA"	"spotify:track:5EMH0nYuGl4tOoYlVBxsOA"
"Letter By The Water"	"The Japanese House"	"10:15pm"	2017-03-03	"Clean Ep"	"The Japanese House"	"https://open.spotify.com/track/4VFqlO3tZ75rDENX7W5bnY"	"4VFqlO3tZ75rDENX7W5bnY"	"spotify:track:4VFqlO3tZ75rDENX7W5bnY"
"The Greatest Animal"	"Whitaker"	"10:18pm"	2017-03-03	"The Greatest Animal (Single)"	" Jono Steer, Ryan Meeking"	"https://open.spotify.com/track/2jsI7eBcXhHjNilBiFxwvj"	"2jsI7eBcXhHjNilBiFxwvj"	"spotify:track:2jsI7eBcXhHjNilBiFxwvj"
"Tunnel To The Reservoir"	"Twin Within"	"10:24pm"	2017-03-03	"Horizontal Lines"	" Alex Samaras, Steve Mckay"	"https://open.spotify.com/track/6cCb3HQKE3jQQUyGMpaUH0"	"6cCb3HQKE3jQQUyGMpaUH0"	"spotify:track:6cCb3HQKE3jQQUyGMpaUH0"
"Great Escape"	"Coeur De Pirate"	"10:27pm"	2017-03-03	"Trauma"	" Patrick Watson"	"https://open.spotify.com/track/369ODeEKy0JbS3WbVvoykv"	"369ODeEKy0JbS3WbVvoykv"	"spotify:track:369ODeEKy0JbS3WbVvoykv"
"Palm Trees"	"Lowell"	"10:31pm"	2017-03-03	"We Loved Her Dearly"	"Lowell, James Bryan"	"https://open.spotify.com/track/5CBcAuXhSrMVwxtDWLzZAX"	"5CBcAuXhSrMVwxtDWLzZAX"	"spotify:track:5CBcAuXhSrMVwxtDWLzZAX"
"In The Forest"	"The Besnard Lakes"	"10:35pm"	2017-03-03	"The Golden Lion Ep"	" Jace Lasek, Olga Goreas, Sheena Ko, Kevin Laing, Robbie Macarthur"	"https://open.spotify.com/track/11KsZv1L1fiq8u0fzsgLn9"	"11KsZv1L1fiq8u0fzsgLn9"	"spotify:track:11KsZv1L1fiq8u0fzsgLn9"
"The Blur, The Line And The Thickest Of Onions"	"Little Comets"	"10:42pm"	2017-03-03	"The Gentle Ep"	" Matthew Hall, Michael Coles, Robert Coles"	"https://open.spotify.com/track/2hNGdpIEvN49V1VIs3EbsN"	"2hNGdpIEvN49V1VIs3EbsN"	"spotify:track:2hNGdpIEvN49V1VIs3EbsN"
"Club Meds"	"Dan Mangan + Blacksmith"	"10:45pm"	2017-03-03	"Club Meds"	" Dan Mangan"	NA	NA	NA
"Dream Of Love"	"The Luyas"	"10:49pm"	2017-03-03	"Human Voicing"	" Jessie Stein, Sarah Neufeld, Pietro Amato, Mathieu Charbonneau, Bucky Wheaton"	"https://open.spotify.com/track/6qZJc1ZAdMPTkzkspczlja"	"6qZJc1ZAdMPTkzkspczlja"	"spotify:track:6qZJc1ZAdMPTkzkspczlja"
"He's A Baron"	"Finalboss"	"10:54pm"	2017-03-03	"He's A Baron (Single)"	" Ben Gunning, Christine Bougie, Joel Stouffer"	NA	NA	NA
"Stretch Your Eyes"	"Agnes Obel"	"10:58pm"	2017-03-03	"Stretch Your Eyes (Single)"	" Agnes Obel"	"https://open.spotify.com/track/2x8YcFGGRh4z2OnV5QzKs9"	"2x8YcFGGRh4z2OnV5QzKs9"	"spotify:track:2x8YcFGGRh4z2OnV5QzKs9"
"Go On"	"Paper Beat Scissors"	"11:03pm"	2017-03-03	"Forward Music Group 2015 Sampler"	" Tim Crabtree, Michael Feuerstack"	"https://open.spotify.com/track/0cCuhzRHZQMgyIg2rLvtBM"	"0cCuhzRHZQMgyIg2rLvtBM"	"spotify:track:0cCuhzRHZQMgyIg2rLvtBM"
"Multi-Love"	"Unknown Mortal Orchestra"	"11:06pm"	2017-03-03	"Multi-Love (Single)"	" Ruban Nielson"	"https://open.spotify.com/track/0PEXp5yk0sx9dJ8JzwvjJb"	"0PEXp5yk0sx9dJ8JzwvjJb"	"spotify:track:0PEXp5yk0sx9dJ8JzwvjJb"
"My Sad Captains"	"Elbow"	"11:10pm"	2017-03-03	"The Take Off And Landing Of Everything"	" Guy Garvey, Richard Jupp, Mark Potter, Pete Turner, Craig Potter"	"https://open.spotify.com/track/2BpqOF9lbG9pJlk8YoCwmg"	"2BpqOF9lbG9pJlk8YoCwmg"	"spotify:track:2BpqOF9lbG9pJlk8YoCwmg"
"I Need A Forest Fire"	"James Blake, Bon Iver"	"11:17pm"	2017-03-03	"The Colour In Anything"	" James Blake, Justin Vernon"	"https://open.spotify.com/track/0TLAptKgYxe7F0KewWH6X6"	"0TLAptKgYxe7F0KewWH6X6"	"spotify:track:0TLAptKgYxe7F0KewWH6X6"
"Bloodflood, Pt. Ii"	"J Alt"	"11:20pm"	2017-03-03	"This Is All Yours"	" Joe Newman, Thom Green, Gus Hamilton Unger"	"https://open.spotify.com/track/306zYyz3PFvBgLFGOCy9Xb"	"306zYyz3PFvBgLFGOCy9Xb"	"spotify:track:306zYyz3PFvBgLFGOCy9Xb"
"Don't Wanna Be European"	"Bernice"	"11:26pm"	2017-03-03	"Don't Wanna Be European (Single)"	" Robin Dann"	"https://open.spotify.com/track/6ENdi2IFZBctHkOBpjUnhy"	"6ENdi2IFZBctHkOBpjUnhy"	"spotify:track:6ENdi2IFZBctHkOBpjUnhy"
"Break Apart"	"Bonobo, Rhye"	"11:30pm"	2017-03-03	"Break Apart (Single)"	"Rhye,Bonobo"	"https://open.spotify.com/track/2pYvd6cHcAIMAM6xMD6nok"	"2pYvd6cHcAIMAM6xMD6nok"	"spotify:track:2pYvd6cHcAIMAM6xMD6nok"
"Popolipo (Feat. Sjamsoedin)"	"Pierre Kwenders, Sjamsoedin"	"11:35pm"	2017-03-03	"Pierre Kwenders: Popolipo (The Remixes)  Ep"	" Pierre Kwenders,Samito"	"https://open.spotify.com/track/3GTN6zXped540cq58z6Lgd"	"3GTN6zXped540cq58z6Lgd"	"spotify:track:3GTN6zXped540cq58z6Lgd"
"Figures Of A New Colour"	"Montag"	"11:42pm"	2017-03-03	"Alone, Not Alone"	" Antoine Bedard"	NA	NA	NA
"Dessine-Moi"	"Hotel Morphee"	"11:46pm"	2017-03-03	"Hotel Morphee: Des Histoires De Fantomes"	"Hotel Morphee, Laurence Nerbonne"	"https://open.spotify.com/track/69EHLVzeUHWuTTOrCPFRn7"	"69EHLVzeUHWuTTOrCPFRn7"	"spotify:track:69EHLVzeUHWuTTOrCPFRn7"
"And So We See The Truth And The Beauty"	"Jim Guthrie, J.J. Ipsen"	"11:50pm"	2017-03-03	"You, Me & Gravity: The Music Of Planet Coaster"	" J.J. Ipsen, Jim Guthrie"	"https://open.spotify.com/track/5mxi1NIevnwewvDDELkRlk"	"5mxi1NIevnwewvDDELkRlk"	"spotify:track:5mxi1NIevnwewvDDELkRlk"
"Five Seasons"	"Hayden"	"11:55pm"	2017-03-03	"Hey Love"	"Hayden"	"https://open.spotify.com/track/1m1S8o6ePNNxvWdacyZkj8"	"1m1S8o6ePNNxvWdacyZkj8"	"spotify:track:1m1S8o6ePNNxvWdacyZkj8"
"Speed Of Light"	"Kid Koala"	"11:58pm"	2017-03-03	"Kid Koala: Space Cadet"	"Kid Koala"	"https://open.spotify.com/track/6KRFq8xtfqGU9FHm3o1TsS"	"6KRFq8xtfqGU9FHm3o1TsS"	"spotify:track:6KRFq8xtfqGU9FHm3o1TsS"
"Cake Walk"	"Gypsophilia"	"10:01pm"	2017-03-04	"Night Swimming"	" Matt Myer"	"https://open.spotify.com/track/2xBOpdmBQKXVnxuhp7fJBM"	"2xBOpdmBQKXVnxuhp7fJBM"	"spotify:track:2xBOpdmBQKXVnxuhp7fJBM"
"Happy Times"	"Freddie Hubbard"	"10:04pm"	2017-03-04	"Artistry Of Freddie Hubbard / The Body And The Soul"	" Freddie Hubbard"	"https://open.spotify.com/track/53emZngqPqNs16D2cC9hKn"	"53emZngqPqNs16D2cC9hKn"	"spotify:track:53emZngqPqNs16D2cC9hKn"
"Carousel"	"Mae Silver Anna, Liane Carroll"	"10:09pm"	2017-03-04	"In My Wildest Dreams"	" Rachel Sutton,Mae  Anna Silver"	NA	NA	NA
"When You Wish Upon A Star"	"Dave Brubeck"	"10:12pm"	2017-03-04	"Dave Digs Disney"	" Jean Cis, Leigh Harline, Ned Washington"	"https://open.spotify.com/track/5nVtVkk3HDfT4lN2qkt8id"	"5nVtVkk3HDfT4lN2qkt8id"	"spotify:track:5nVtVkk3HDfT4lN2qkt8id"
"My Foolish Heart"	"Russ Little"	"10:18pm"	2017-03-04	"Slow Burn"	" Victor Young, Ned Washington"	"https://open.spotify.com/track/1KcAULDCmyWgC10pY6Nadu"	"1KcAULDCmyWgC10pY6Nadu"	"spotify:track:1KcAULDCmyWgC10pY6Nadu"
"The Sendoff"	"Nightcrawlers"	"10:23pm"	2017-03-04	"Nightcrawlers, Vol 3"	" Dave Sikula"	"https://open.spotify.com/track/2qFj97dMJutsHzgqwZmIWG"	"2qFj97dMJutsHzgqwZmIWG"	"spotify:track:2qFj97dMJutsHzgqwZmIWG"
"My Baby Just Cares For Me"	"Nina Simone"	"10:31pm"	2017-03-04	"Jazz"	" Gus Kahn, Walter Donaldson"	"https://open.spotify.com/track/6VTbbVjKOC2qWagIDbkJrC"	"6VTbbVjKOC2qWagIDbkJrC"	"spotify:track:6VTbbVjKOC2qWagIDbkJrC"
"Wheatland"	"Robi Botos"	"10:34pm"	2017-03-04	"Oscar, With Love"	" Oscar Peterson"	"https://open.spotify.com/track/5Qfzj9ZpfJ2A9qmr4Mqh2R"	"5Qfzj9ZpfJ2A9qmr4Mqh2R"	"spotify:track:5Qfzj9ZpfJ2A9qmr4Mqh2R"
"Bye Bye Blackbird"	"Miles Davis"	"10:39pm"	2017-03-04	"Miles Davis: ' Round About Midni"	NA	"https://open.spotify.com/track/3ujbZ2FGIoTQG3v07tmV2D"	"3ujbZ2FGIoTQG3v07tmV2D"	"spotify:track:3ujbZ2FGIoTQG3v07tmV2D"
"Swinging Shepherd Blues"	"Oscar Peterson"	"10:47pm"	2017-03-04	"Personal Touch"	"Clark Terry"	NA	NA	NA
"Cool Embrace"	"Amanda Tosoff"	"10:50pm"	2017-03-04	"Words"	" Melissa Mansfield, Amanda Tosoff"	NA	NA	NA
"Beatriz"	"Steve Kaldestad"	"10:55pm"	2017-03-04	"Steve Kaldestad: New York Afternoon"	" Edu Lobo, Chico Buarque De Hollanda"	"https://open.spotify.com/track/3ZaMH54epB4GirlT7CwqOm"	"3ZaMH54epB4GirlT7CwqOm"	"spotify:track:3ZaMH54epB4GirlT7CwqOm"
"You're The One That I Want"	"Fang Lo"	"11pm"	2017-03-04	"You're The One That I Want (Single)"	" Louis St. Louis, John Farrar, Barry Gibb, Scott Simon"	"https://open.spotify.com/track/1dEHQktvcM8vCCyI1x7yVB"	"1dEHQktvcM8vCCyI1x7yVB"	"spotify:track:1dEHQktvcM8vCCyI1x7yVB"
"The Sea"	"Ary"	"11:03pm"	2017-03-04	"The Sea (Single)"	"Ary"	"https://open.spotify.com/track/369wyYLfvqZtUg37ZKhuUS"	"369wyYLfvqZtUg37ZKhuUS"	"spotify:track:369wyYLfvqZtUg37ZKhuUS"
"Prime"	"Shearwater"	"11:06pm"	2017-03-04	"Jet Plane And Oxbow"	" Jesca Hoop, Lucas Oswald, Abram Shook, Jonathan Meiburg, Danny Reisch"	"https://open.spotify.com/track/4cVhEDdgrX6rZhFzXma6fI"	"4cVhEDdgrX6rZhFzXma6fI"	"spotify:track:4cVhEDdgrX6rZhFzXma6fI"
"Too Long"	"Tennyson"	"11:10pm"	2017-03-04	"Like What Ep"	" Luke Tennyson"	"https://open.spotify.com/track/6d7h3JsSOflCxjZp0iqPAs"	"6d7h3JsSOflCxjZp0iqPAs"	"spotify:track:6d7h3JsSOflCxjZp0iqPAs"
"Arrow"	"Folly And The Hunter"	"11:13pm"	2017-03-04	"Awake"	" Christopher Fox, Nick Vallee, Phil Creamer, Laurie Torres"	"https://open.spotify.com/track/7qj1YJk0niiDxPCWbJe4V6"	"7qj1YJk0niiDxPCWbJe4V6"	"spotify:track:7qj1YJk0niiDxPCWbJe4V6"
"Surrender"	"Briana Marela"	"11:17pm"	2017-03-04	"Surrender (Single)"	" Briana Marela"	"https://open.spotify.com/track/4xdH8RKlMivr1bwdOSYX7F"	"4xdH8RKlMivr1bwdOSYX7F"	"spotify:track:4xdH8RKlMivr1bwdOSYX7F"
"Light Of A Low Sun"	"Boreal Sons"	"11:20pm"	2017-03-04	"You & Everyone"	" Evan Acheson, Zach Schultz, Reagan Mclean"	"https://open.spotify.com/track/5DZL3AUw4HqH4QHXRmQehv"	"5DZL3AUw4HqH4QHXRmQehv"	"spotify:track:5DZL3AUw4HqH4QHXRmQehv"
"In Circles"	"Patrick Watson"	"11:25pm"	2017-03-04	"In Circles (Single)"	" Patrick Watson"	"https://open.spotify.com/track/0tP4TUIpdfibLMp5rhVLnw"	"0tP4TUIpdfibLMp5rhVLnw"	"spotify:track:0tP4TUIpdfibLMp5rhVLnw"
"The Fan"	"Devon Sproule, Mike O'neill"	"11:27pm"	2017-03-04	"Colours"	" Mike O'neill, Devon Sproule"	"https://open.spotify.com/track/0f04bG8OwoKOwrHJvBPNDb"	"0f04bG8OwoKOwrHJvBPNDb"	"spotify:track:0f04bG8OwoKOwrHJvBPNDb"
"Somersault"	"Royal Canoe"	"11:33pm"	2017-03-04	"Something Got Lost Between Here And The Orbit"	" Derek Allard, Brendan Berg, David Driedger, Matthew Schellenberg, Matthew Peters, Michael Jordan"	"https://open.spotify.com/track/2sTz7aAkwLdca4Lf8iCOSE"	"2sTz7aAkwLdca4Lf8iCOSE"	"spotify:track:2sTz7aAkwLdca4Lf8iCOSE"
"Say Yeah"	"Kishi Bashi"	"11:36pm"	2017-03-04	"Say Yeah (Single)"	" Kishi Bashi"	"https://open.spotify.com/track/4mt3KIwdthBHi1436xs3Gt"	"4mt3KIwdthBHi1436xs3Gt"	"spotify:track:4mt3KIwdthBHi1436xs3Gt"
"Burn The Witch"	"Radiohead"	"11:41pm"	2017-03-04	"A Moon Shaped Pool"	" Thom Yorke"	"https://open.spotify.com/track/3pcCifdPTc2BbqmWpEhtUd"	"3pcCifdPTc2BbqmWpEhtUd"	"spotify:track:3pcCifdPTc2BbqmWpEhtUd"
"Everything Moves"	"Fond Of Tigers"	"11:45pm"	2017-03-04	"Everything Moves (Single)"	" Stephen Lyons"	"https://open.spotify.com/track/6qFQNIs8carM2XHXnNKfzB"	"6qFQNIs8carM2XHXnNKfzB"	"spotify:track:6qFQNIs8carM2XHXnNKfzB"
"Sore Eyes"	"Braids"	"11:53pm"	2017-03-04	"Deep In The Iris"	" Raphaelle Preston Standell, Taylor Smith, Austin Tufts"	"https://open.spotify.com/track/5iF2Dn4AuxPatum1YhrWnK"	"5iF2Dn4AuxPatum1YhrWnK"	"spotify:track:5iF2Dn4AuxPatum1YhrWnK"
"Lullaby"	"Edward Sharpe And The Magnetic Zeros"	"11:57pm"	2017-03-04	"Person A"	" Alex Ebert, Mitchell Yoshida"	"https://open.spotify.com/track/1fPXhmFJ1xTMrm4RVn3FLj"	"1fPXhmFJ1xTMrm4RVn3FLj"	"spotify:track:1fPXhmFJ1xTMrm4RVn3FLj"
"Please Take Me Home"	"The Bird And The Bee"	"10pm"	2017-03-06	"Recreational Love"	" Inara George, Greg Kurstin"	"https://open.spotify.com/track/4VujFmKggZUpkdRj6TbaVq"	"4VujFmKggZUpkdRj6TbaVq"	"spotify:track:4VujFmKggZUpkdRj6TbaVq"
"Punk Shadows"	"Blood And Glass"	"10:03pm"	2017-03-06	"Punk Shadows"	" Lisa Moore Iwanycki"	"https://open.spotify.com/track/3puQbHEAnB9xNAvvSXCnYb"	"3puQbHEAnB9xNAvvSXCnYb"	"spotify:track:3puQbHEAnB9xNAvvSXCnYb"
"Heaven's On Fire"	"Radio Dept, Johan Duncanson, Martin Carlberg"	"10:07pm"	2017-03-06	"Clinging To A Scheme"	" Johan Duncanson, Daniel Tjader, Martin Carlberg"	"https://open.spotify.com/track/3gbV4nxQg7AGMwJjie8cUe"	"3gbV4nxQg7AGMwJjie8cUe"	"spotify:track:3gbV4nxQg7AGMwJjie8cUe"
"Turn Your Love"	"Half Moon Run"	"10:10pm"	2017-03-06	"Sun Leads Me On"	" Devon Portielje, Isaac Symonds, Conner Molander, Dylan Phillips"	"https://open.spotify.com/track/6NfJJp412N12oe8f31dCUL"	"6NfJJp412N12oe8f31dCUL"	"spotify:track:6NfJJp412N12oe8f31dCUL"
"Doing The Right Thing"	"Daughter"	"10:14pm"	2017-03-06	"Doing The Right Thing (Single)"	" Elena Tonra, Remi Aguilella, Igor Haefeli"	"https://open.spotify.com/track/2X8DqCikgiVk3214hbHEpz"	"2X8DqCikgiVk3214hbHEpz"	"spotify:track:2X8DqCikgiVk3214hbHEpz"
"In The Sun"	"Andrew Judah"	"10:19pm"	2017-03-06	"Monster"	" Andrew Judah"	"https://open.spotify.com/track/2uATKzrl3Vl8Iml4OvBVfI"	"2uATKzrl3Vl8Iml4OvBVfI"	"spotify:track:2uATKzrl3Vl8Iml4OvBVfI"
"Ritual Spirit"	"Massive Attack"	"10:24pm"	2017-03-06	"Ritual Spirit E.P."	" Robert Del Naja,Azekel, Euan Dickinson"	"https://open.spotify.com/track/2bdqg8MhsCw9yy4DBFxSjd"	"2bdqg8MhsCw9yy4DBFxSjd"	"spotify:track:2bdqg8MhsCw9yy4DBFxSjd"
"Yes Man"	"Ben Folds, Ymusic"	"10:28pm"	2017-03-06	"So There"	" Ben Folds"	"https://open.spotify.com/track/5NbiTJChvBazden98LuZ8x"	"5NbiTJChvBazden98LuZ8x"	"spotify:track:5NbiTJChvBazden98LuZ8x"
"Cold Creeps"	"Owl John"	"10:32pm"	2017-03-06	"Cold Creeps (Single)"	"Owl John"	"https://open.spotify.com/track/4h2FJSC9rWdTl6xkytTR45"	"4h2FJSC9rWdTl6xkytTR45"	"spotify:track:4h2FJSC9rWdTl6xkytTR45"
"A Heart Beats Through It"	"Our Founders"	"10:36pm"	2017-03-06	"A Heart Beats Through It (Single)"	" Michael Olsen"	NA	NA	NA
"Heavy Steps"	"Wilsen"	"10:41pm"	2017-03-06	"I Go Missing In My Sleep"	"Wilsen"	"https://open.spotify.com/track/7pXOE7XAmWiGUrXne1PeCE"	"7pXOE7XAmWiGUrXne1PeCE"	"spotify:track:7pXOE7XAmWiGUrXne1PeCE"
"Armour"	"Rae Spoon"	"10:44pm"	2017-03-06	"Armour"	" Rae Spoon"	"https://open.spotify.com/track/4EF0fZvN8Ly4euwadql5cL"	"4EF0fZvN8Ly4euwadql5cL"	"spotify:track:4EF0fZvN8Ly4euwadql5cL"
"Nightfall Pale Blue"	"Kid Koala, Emiliana Torrini"	"10:48pm"	2017-03-06	"Music To Draw To: Satellite"	"Kid Koala"	"https://open.spotify.com/track/5Gg6Fw9nuPZF84y3mUGaqI"	"5Gg6Fw9nuPZF84y3mUGaqI"	"spotify:track:5Gg6Fw9nuPZF84y3mUGaqI"
"Petals"	"Bibio"	"10:51pm"	2017-03-06	"Petals (Single)"	"Bibio"	"https://open.spotify.com/track/1TVd8FHpeg1Afa92kaO0kR"	"1TVd8FHpeg1Afa92kaO0kR"	"spotify:track:1TVd8FHpeg1Afa92kaO0kR"
"Telemiscommunications"	"Deadmau5, Imogen Heap"	"10:53pm"	2017-03-06	"Album Title Goes Here"	" Imogen Heap,Deadmau5"	"https://open.spotify.com/track/34PRwPPXX9VYJHJqNqWIRa"	"34PRwPPXX9VYJHJqNqWIRa"	"spotify:track:34PRwPPXX9VYJHJqNqWIRa"
"Florence"	"Loyle Carner, Kwes"	"10:58pm"	2017-03-06	"Florence (Single)"	" Loyle Carner,Kwes"	"https://open.spotify.com/track/0OuHKLe16OleeiVenZCy6C"	"0OuHKLe16OleeiVenZCy6C"	"spotify:track:0OuHKLe16OleeiVenZCy6C"
"J'attends"	"Monogrenade"	"11:01pm"	2017-03-06	"Monogrenade: Composite"	"Michel  Jean Pigeon"	"https://open.spotify.com/track/7dDqgb6rgCv2of41uw6hmL"	"7dDqgb6rgCv2of41uw6hmL"	"spotify:track:7dDqgb6rgCv2of41uw6hmL"
